Step Temp Press PotEng Nconf Lcom[3] Ucom[3] fe fx fy fz fse fsx fsy fsz 
  184500    302.16253   -240.43466   -683632.53          517    93.262829    120.75814   -504.87853    -13.21271 -0.025501596   -57.046869   -15054.901   -47.636264    29.313369   -92.373204 
  184600    301.55056   -402.80996   -683601.83          510    93.267711     120.7626   -499.03184   -12.495883  0.054045532   -56.391176   -14981.856    119.80276   -72.800851    45.329887 
  184700    298.07052     139.1495   -683400.01          511    93.277037    120.77199   -486.04624   -13.556128    0.1188558   -54.832664   -15024.379    120.42685    77.536004   -73.776521 
  184800    299.26166    166.59805   -683293.81          509    93.280977    120.77557   -510.98322   -13.201873  0.034604092   -56.989674   -14957.012   -59.284063    23.523942     -12.5058 
  184900     301.5959   -320.47995   -683243.83          511    93.287938    120.78396    -495.3331   -13.114812 -0.041144406    -56.13164   -15073.676   -54.187053    87.044649    171.28626 
  185000    303.44166   -310.33298   -683406.82          508    93.296373    120.79227   -489.92136   -13.345324 -0.073243544   -55.497635   -15096.647    68.707888     7.304807    171.32247 
  185100    298.01152   -541.30068   -683505.77          508    93.297166    120.79251   -489.94496   -11.773157   0.29639592   -54.790446   -15043.993   -102.17095     26.43233    255.38128 
  185200    296.72329   -265.77372   -683472.47          510    93.298264    120.79166   -507.30851   -13.351681   0.22721306   -57.157562    -15046.47    152.10915    114.08877    218.25338 
  185300      301.362    129.74986   -683603.56          509    93.301183    120.79564   -505.38176   -12.550531  0.048354911   -57.582968   -14967.693     26.84478    27.747137   -10.971725 
  185400    298.83849   -349.48936   -683287.12          507    93.294537    120.78942    -496.6726   -9.9495503    0.1350972   -55.319668   -14855.506     48.18955   -88.430208    42.379188 
  185500    298.53376    328.83412   -683298.28          511    93.296503    120.78918   -497.28773    -11.26082   0.15536376   -55.734094   -15034.139    2.2337292   -47.986929    92.899264 
  185600     299.7661   -396.91897   -683566.61          510    93.297648    120.79174   -485.46035   -11.408845   0.24379915   -54.851917   -14950.536    31.104771   -86.874017    125.09881 
  185700    299.21582    14.077338    -683616.1          511    93.297676     120.7917   -498.15634   -12.006283 -0.0043903991   -56.720817   -15040.302    38.640807   -52.490318    77.011601 
  185800    299.40597     345.5351   -683734.35          515    93.303895    120.79747   -490.43342   -11.792504   0.10727981   -54.477815   -15006.134   -38.089399    94.220268   -84.642022 
  185900    297.29434   -60.354979   -683656.54          511    93.299519    120.79429   -499.89976   -11.757305   0.22247945   -56.341999   -15075.136    81.738347    -16.32683    195.16622 
  186000    301.24031    146.43596   -683683.89          510     93.29718    120.79229   -489.52001   -13.749585   0.24495156   -55.559148   -14971.548   -84.666438   -27.291126   -33.968283 
  186100    298.43887   -433.87644   -683359.44          509    93.287699    120.78384   -499.21736   -11.646119 -0.053362639   -56.729083    -15089.19     70.72209   -47.166994    225.87125 
  186200     298.3755    224.00595   -683193.14          506    93.284849    120.78007    -497.3989    -12.73547    0.1684871   -56.068892   -14918.736   -17.399718   -110.50438    120.00094 
  186300    299.51388    254.97529   -683090.34          502    93.289746    120.78502   -480.43298    -12.12163   0.12525653    -54.60198   -14893.093   -8.3945688   -25.152799    29.033726 
  186400    304.63689    -444.3901   -683467.97          503    93.291159    120.78924   -503.29856   -11.328999   0.21681415   -56.772727   -15045.596    36.687112   -69.208741   -184.40885 
  186500    299.15163    175.48007   -683521.08          504    93.294088    120.79014   -493.33396   -11.766963   0.21443902   -55.276945   -15100.592   -46.173514   -102.47918   -34.755431 
  186600     300.4991    219.58904    -683668.3          507    93.296123    120.79082   -487.89728   -12.196249   0.24247297    -55.05679   -15007.367    99.319576   -123.66868    -163.8148 
  186700    299.64736     87.04391   -683622.64          507    93.298844    120.79409   -488.37334   -12.232121   0.19904163   -55.124093    -15093.49    86.404371    59.424011   -86.908556 
  186800      299.393    288.24479   -683422.03          510    93.303549    120.79841   -485.64713   -11.446403   0.09124079   -56.263658   -15034.265   -52.724144    63.287288     33.70875 
  186900    298.73745    116.61808   -683244.88          512    93.303975    120.79973   -507.04952   -11.071095   0.18574568   -57.292027   -14969.419    61.772923     20.95798   -31.100355 
  187000    301.47372    236.07941   -683387.42          512    93.307265    120.80129   -502.11337    -12.79223  0.048600041   -56.388322   -15101.601   -25.278817   -41.918399     232.7337 
  187100    298.08068   -588.03719   -683281.79          511    93.303196    120.79907   -496.57555   -11.141088   0.20231332   -56.510357   -15167.865    166.54884    68.655609    67.958137 
  187200    298.30394   -490.67459   -683495.37          507    93.299889    120.79485   -497.04934   -11.918592   0.10709255   -56.151263   -15174.155    32.904321    24.000115    38.451962 
  187300    298.46596   -485.37103   -683471.41          510    93.302005    120.79609   -488.18232    -11.97713   0.17527279   -55.779748   -15102.414   -16.936508    46.555349    171.01949 
  187400    301.23629    272.01313   -683526.75          511    93.298279    120.79035   -515.69999   -13.393221   0.19694848    -57.09037   -15100.179    7.3880481   -185.18905   -60.932547 
  187500    301.42804   -196.62309   -683517.04          514    93.298154    120.79148   -521.12985   -12.470799  0.086726557   -58.879049   -15109.235     83.99099    5.6223888    98.217649 
  187600    302.59717    108.87147   -683499.03          511    93.299038    120.79143   -495.55953   -12.360978   0.23796578   -56.637901   -15042.152    151.34939    171.04068    118.38137 
  187700    299.47967    157.56717   -683157.94          517    93.291727    120.78557   -497.94366    -11.93721   0.15754926    -55.76021   -15007.004   -99.935741    53.078674   -123.35937 
  187800    303.52741   -72.109613   -683425.69          518    93.284982    120.78009   -490.15578   -11.505694 -0.083764008   -55.286339   -15115.101   -16.601467   -67.957527    63.078545 
  187900    300.92113    -114.9359   -683383.24          512     93.28135    120.77734   -491.89561   -11.282636   0.10108125   -56.453806   -15077.415    45.268989    14.062989      35.3805 
  188000    298.96363    18.454001   -683341.39          511    93.282321    120.77753   -497.50233   -10.844048   0.14158475   -56.320077   -15034.413    67.654328    32.382471    21.783375 
  188100     300.7847    225.04599   -683364.09          507    93.283604    120.77986   -486.45158   -12.622413   0.36039631   -55.137935   -15075.661   -72.315408   -24.263681    189.86155 
  188200    302.39591    92.610232   -683501.66          505    93.286938    120.78183   -509.83231   -10.659437   0.21258857   -56.383298   -15090.758   -56.066342   -76.628932    174.39466 
  188300    300.51773   -153.68435   -683605.79          511    93.283624    120.77879   -493.18023   -10.228638   0.36497118   -55.494019   -15077.664    55.313163   -33.447206    44.830166 
  188400    295.64516   -741.62491   -683491.37          517    93.282138    120.77842   -483.73853    -9.791818 -0.017067199   -54.740956   -14973.687   -16.651874   -88.865827    250.28524 
  188500    298.97593   -286.61067   -683497.85          515    93.288061    120.78311   -490.50426   -10.700742   0.29670959   -55.442384   -15026.903   -1.0147236   -16.062405    30.344148 
  188600    302.45649    -4.390384   -683372.48          505    93.291378    120.78535   -494.58241   -9.3728733   0.19720051   -56.219486   -15030.951   -146.73671   -136.22603   -71.578648 
  188700    298.74289   -260.90795   -683151.06          506     93.29451    120.78865   -499.64651   -12.733696   0.11486599   -56.258571   -15031.401    146.53799    -27.96385    106.28397 
  188800    299.65317    52.366691   -683396.62          512    93.305558    120.79908   -512.21399   -11.595108  -0.02553663   -57.741465   -15165.349   0.30592673    5.0718385    53.697522 
  188900    299.63465   -314.07633   -683604.43          511    93.320962    120.81485   -487.00666   -12.001167   0.22705085   -54.638498   -14994.725    153.97233   -34.121122   -32.388355 
  189000    298.54342    528.46318   -683510.26          511    93.333237    120.82579   -499.12035   -12.558459    0.4009959   -54.999752   -14944.961    102.85169    100.40674    86.684821 
  189100    299.89959   -143.46629   -683420.63          508    93.336967    120.83171   -488.92219   -13.255345  0.089801972   -54.418065   -15037.705    91.471213   -13.742868   -132.96207 
  189200    299.48162    8.0381476   -683341.21          510    93.335777    120.83103   -497.45134   -13.733725  0.093996679    -56.31566   -15006.902    143.82262   -12.956729    232.97291 
  189300    298.70581    186.45255   -683339.67          507    93.330752    120.82597   -500.32364   -13.853311  -0.30027184   -55.082671   -15079.555   -115.25766    27.916841    122.36994 
  189400    298.82366    147.08185    -683466.6          508     93.32688    120.82119   -495.41809   -12.900252   0.16483043   -55.675667   -15081.362    109.28812    130.26984     35.82894 
  189500    296.54082    342.13525   -683420.72          508    93.319432    120.81503   -500.72675   -12.211839   0.16006622     -56.0674   -15103.718   -78.103898    48.812717    129.96763 
  189600    299.09559     19.68949   -683433.14          509     93.31135    120.80518   -496.50394   -11.364286   0.28565048   -55.439104   -15024.587    89.461634   -189.87256    -117.3534 
  189700    302.23957   -163.82421   -683329.67          512     93.30507    120.80041   -497.19396   -12.735752   0.31428238   -55.786995   -15038.005    14.347402    20.441039    49.538039 
  189800    303.30623    -102.0048   -683356.46          511    93.301874    120.79462   -504.29639   -12.650243   0.15274903   -56.350298   -15023.604     111.4412   -30.698907    147.38946 
  189900    298.83514    260.95631   -683330.39          514     93.29922    120.79236   -482.04831   -10.460436  0.042470267   -54.667805   -14961.802    6.4068011   -7.6270338    21.010491 
  190000    300.05241    142.72456   -683509.23          510    93.293766    120.78629   -485.38569   -11.914682  0.026935855   -54.513616   -14948.758    11.050676    23.410872    160.00599 
  190100    299.82159    110.80094   -683487.78          512    93.286635    120.78038   -490.61579    -12.89522   0.10664065   -55.176486   -14887.207   -83.469807   -76.551074   -26.110124 
  190200    297.70471   -249.00769   -683373.45          513    93.275647    120.76976   -496.14297   -12.817639  0.034852832   -55.982839   -15030.628   -37.808452   -38.458795    29.086225 
  190300     300.8561    128.07808   -683538.04          513     93.26876    120.76104   -507.80088   -13.470848   0.12822451   -57.345688   -14992.545   -9.4553983   -13.749461    83.959188 
  190400    300.83133   -665.37938   -683505.44          512     93.26828     120.7628   -506.01465   -11.926095  0.078654398   -56.736863   -14982.005   -82.541914   -27.810055    179.85909 
  190500    303.79239    337.48062   -683562.76          514    93.268175    120.76012   -493.57818   -13.640421   0.24594443   -55.062891   -14956.963   -174.67288    3.8196698   -44.640764 
  190600    300.69905   -18.408668   -683415.34          514     93.26957    120.76249   -468.19128   -12.301496   0.19169963   -53.514201    -14986.94    111.18613    -69.11305    163.88435 
  190700    299.40986   -313.59953   -683445.58          512    93.269742    120.76358   -497.39678   -12.899305     0.234817   -55.271067   -14985.716    18.880946    111.00539    149.61043 
  190800    298.50541     263.1565   -683541.55          511    93.275975    120.77067   -500.39201   -13.150778   0.30796596   -55.872121   -14995.975     183.9822   -50.435166    18.173646 
  190900    300.18681     131.5396   -683713.55          515    93.286105    120.78035   -510.48799   -13.469156   0.28148049   -57.357136   -15055.879    165.36496    172.91553    156.37243 
  191000    298.43876    614.12098   -683630.07          514    93.297715     120.7905   -513.06418   -13.229461   0.32047826    -56.90572   -15016.687    -74.82875    20.120664    217.67695 
  191100     297.9853    6.1042537   -683568.02          514    93.304194    120.79982   -506.87845   -12.538276   0.26701985   -57.224876   -15054.547    68.853706   -61.319015   -61.045063 
  191200    300.68096   -300.55854   -683613.21          507    93.308814     120.8052    -496.8176   -11.901968   0.14768872   -55.987689   -15034.533   -107.40213    58.131249    59.431107 
  191300    298.81638   -18.154199   -683414.16          508    93.317528    120.81235   -492.64081   -11.157177   0.16412575   -55.168981   -15006.862     50.37022    158.12695    332.04215 
  191400    302.57034   -435.88504   -683628.26          511    93.321695     120.8182   -489.08354   -12.786475   0.16310039   -54.742939   -15096.877   0.37139853     43.51339   -26.825251 
  191500    297.65414    3.6393872   -683495.97          514    93.325314    120.82095   -502.71673   -13.111111  0.074375373   -56.632982   -15085.948    250.66383    47.812403   -2.9307238 
  191600    298.89377    454.86054   -683625.64          513    93.332269    120.82696   -502.26801   -14.150469   0.32886921   -55.555693   -15040.021   -21.641568   0.95931841    86.664216 
  191700    299.40201     -52.6873   -683600.05          514    93.336681    120.83248   -495.91791   -13.884232 -0.073135307   -55.632218   -15024.263   -45.668469    10.256668    164.95464 
  191800    299.36994    668.64773   -683428.45          516     93.34031    120.83445    -500.5465    -15.23718   0.13617021   -55.242062   -15120.496   -48.447347    25.418809    147.16435 
  191900    301.78392   -456.60806   -683578.96          513    93.341254    120.83686   -508.75295   -13.230691 -0.036772198   -56.064933   -15123.479    21.692804   -6.9932433    80.422087 
  192000    299.47565   -281.21842   -683448.51          514    93.341848    120.83917   -508.62614   -12.230861   0.12312606    -56.11859    -15092.48   -105.29219   -11.963226   -75.295927 
  192100    300.00687   -63.745032   -683525.91          515    93.350783    120.84671    -514.8775   -12.908366   0.11804218    -56.35278   -15001.286   -1.9605262    103.81596    187.43567 
  192200    297.50872    60.325541   -683615.15          513    93.356063    120.85239   -480.68289   -13.524394  0.022415469   -54.010109   -14982.317    172.85315    64.953283   -100.07397 
  192300    293.87976    768.27042   -683642.82          514     93.35984    120.85443   -500.80652   -13.382521  0.002782592   -55.723251   -14990.255    70.911066   -113.58343   -35.385525 
  192400     297.2761    55.386247   -683612.11          513    93.352802    120.84934    -518.1002   -12.248266     0.123457   -57.403649   -15078.219    64.276089   -44.978826    214.60835 
  192500    300.34995    54.963114   -683507.25          512    93.349515    120.84625   -490.98909   -12.769158 -0.0044401294   -54.935486    -14967.56    61.224275    59.570695   -81.950081 
  192600     299.5631   -94.297355   -683430.94          511    93.346751    120.84336   -500.00559   -10.476296   0.32953153   -55.952385   -15055.021   -114.39743    44.398136    44.883346 
  192700    299.24797    158.60848   -683554.11          516    93.347755    120.84273   -484.87493   -10.657147  0.092644163   -54.555959     -14987.5    24.867746    113.74931    34.998647 
  192800     298.6863    30.743962   -683646.23          515    93.339235    120.83595   -500.46229   -10.198756   0.12802716    -55.85911   -14995.999   -61.072483    -45.85624    109.94507 
  192900    296.28256   -441.65053   -683430.17          513    93.329519     120.8269   -491.33501   -10.986132   0.13509759   -55.300156   -14992.599   -88.194827   -62.937013   -18.610657 
  193000    300.74367   -77.303917   -683344.17          512    93.321018    120.81876    -480.4813   -11.622753  0.093675292   -54.739737   -15019.651   -41.648448    20.030543    288.18153 
  193100    302.03608   -219.96315   -683327.95          511    93.316504    120.81404     -478.891   -10.127456  -0.10678472   -54.700597    -15020.31    -34.19951    40.549103    237.48576 
  193200    301.01946   -433.02683   -683337.54          512    93.309267    120.80717   -492.83203   -9.4820322   0.20853859   -55.505457   -15044.762   -8.1548384    7.4911104    214.72856 
  193300    296.74275    -233.0883   -683346.87          514    93.305655    120.80257   -479.01916    -11.48746  -0.09684203   -53.841164   -15044.852    35.640051    53.851807    55.891273 
  193400     299.8407    221.71776    -683549.2          516    93.300342    120.79542   -495.92553   -10.718121   0.21964274   -55.138276   -15099.778   -114.56608   -85.107211     173.0711 
  193500    298.16869    251.57887   -683463.95          511     93.29104    120.78594   -497.32799   -11.575979  -0.11834797   -56.021119   -15002.457   -108.83276   -92.233979     -86.0874 
  193600    299.76692     263.0112   -683389.41          514    93.279713    120.77496   -489.94617   -11.477493   0.11980823   -55.197477    -15053.51    10.565911   -39.171413    182.99972 
  193700     302.5706    330.58197   -683396.72          514    93.269246    120.76484   -502.14469    -12.36685  0.012308417   -57.573446    -15055.86    18.900478    -103.0697    242.27956 
  193800    300.65017   -185.28868   -683324.79          506    93.258918    120.75563   -503.22556   -12.049959  0.082743066   -57.009199   -15071.434    76.985337   -96.379376   -3.1297275 
  193900    299.01839   -244.37426   -683311.11          512    93.250079    120.74592   -507.50557    -10.97329 1.0447631e-05   -57.451158   -15028.246    35.844874    89.617692    162.20008 
  194000    299.90287   -220.40802   -683457.83          515    93.242112     120.7382   -517.10305   -11.150452   0.18419277   -58.000624   -15049.872   -126.89564    27.757815    7.6481026 
  194100    300.34848   -187.36735   -683426.89          514    93.240272    120.73761   -507.62985   -11.223314  0.056187508   -57.746067   -15079.964    8.5095803   -121.58627    18.627651 
  194200    302.35299   -12.684946   -683301.42          511    93.239577    120.73519   -527.87709   -10.755444   0.17283241   -59.591313    -15083.15   -83.690837  -0.13884195    117.36833 
  194300    302.04192    152.03334   -683303.96          510    93.249132    120.74463   -502.47959   -12.031429   0.16581257   -57.761376   -15010.134    36.312303   -55.749832    95.425873 
  194400    300.02432    856.50034   -683358.57          511    93.254534    120.74726   -502.99627   -13.680629    0.1479381   -56.505121   -15013.083   -57.789258    61.434467   -41.574926 
  194500    297.96197    701.52296      -683333          508    93.257287    120.75113   -500.50895   -13.825888   0.23412434   -56.815511   -15049.962     17.96121    -7.485635   -9.1127203 
  194600    300.08877    204.29377   -683416.17          511    93.258626    120.75464   -490.16905   -10.529045   0.13833022   -55.587317   -15008.863    55.558578    44.774305    286.41911 
  194700    298.26111    376.40391   -683281.19          511    93.264104     120.7614   -501.00964   -11.709927   0.19172013   -56.997351   -15009.954   -135.46593   -22.338348   -249.04043 
  194800     300.1443   -139.27205    -683438.7          509    93.274042    120.77248   -496.29253   -11.185646   0.10601939   -56.256881   -14992.687    16.185853    91.759808   -86.225189 
  194900    298.57745    68.259743   -683573.85          517    93.290501    120.78753   -476.60655   -13.144091  0.064371213   -54.839225   -14944.015   -10.387963    134.72919    220.54447 
  195000    298.41935    278.13398    -683656.6          514    93.300973    120.79625   -494.32002    -11.93236   0.15635428   -56.840808   -15054.643    -116.0538    133.85086    154.83858 
  195100    298.67339    -285.0414   -683588.45          516    93.302949    120.79953   -488.49956   -12.055924   0.22444294   -55.896161    -14987.06    179.64682    1.0432368     60.64241 
  195200    301.83105   -259.45429   -683565.63          518    93.308521    120.80559   -489.74491   -11.008872   0.15766513   -55.133643   -14949.653   -49.898989   -59.933978   -18.286063 
  195300    300.63015   -319.26628   -683469.26          515     93.31468    120.81137   -489.53034   -11.622493   0.12806481   -55.833684   -15060.156   -38.302146   -3.7154922   -32.563633 
  195400    299.17401   -84.883118   -683459.49          517     93.32417    120.81982   -486.34544   -11.771096   0.24401242   -54.851675   -14968.794    33.016294    32.992777    135.40137 
  195500    299.36627    104.16033   -683540.83          516    93.329767    120.82386   -476.50573   -12.022699   0.17432084   -54.093731    -15028.34    11.363911   -119.79909     260.3631 
  195600    299.41749    -65.45872   -683627.07          516    93.330101    120.82463   -485.58873   -10.729164   0.18087985   -54.862352   -14948.684    21.265755   -49.647772    54.189534 
  195700    298.19017   -209.07233   -683479.85          516    93.332039    120.82642   -490.02123   -12.649064   0.15732206   -55.692659   -15010.592   -115.32057   -30.150167     136.4388 
  195800    300.14529    -184.5362    -683455.8          515    93.334606    120.82957   -478.87282   -10.898685   0.20681808     -54.5342    -15019.93   -17.074731     -36.6204   -178.77305 
  195900    302.09467   -207.66571   -683600.89          512    93.334028    120.82964   -481.29159   -10.348311   0.22461713   -54.702912   -14979.147    40.003314    105.25712    41.473275 
  196000    298.66903     -161.893   -683460.93          515    93.325617    120.82095   -503.75655   -12.128179   0.25044953    -57.41857   -14997.151   -54.859875    2.1213941    172.09589 
  196100    299.81683    71.055744   -683421.94          515    93.322293    120.81756   -503.56486   -12.060103   0.38162903   -56.629764   -15049.556   -38.628827   -102.35525    247.21856 
  196200    300.65711    395.46612   -683305.71          514    93.318012    120.81141   -493.62447   -12.412923   0.38674583    -56.03593   -15086.244   -82.171149      76.1633   -117.29016 
  196300    299.50699    651.50435   -683220.42          508    93.308005    120.80106    -512.1058   -12.056926    0.1626231   -57.509536   -15015.859    12.306711    26.944656    68.478165 
  196400    299.99557    99.444397   -683354.25          515    93.294424    120.78987   -484.39739   -14.373677   0.35599513   -55.478229   -15029.941   -40.593554    34.739497    76.629071 
  196500    301.56632    38.620285   -683526.47          513    93.279623    120.77566   -508.08048   -10.737176   0.04687529   -57.293669   -14999.525   -137.38337   -49.697159   -44.220545 
  196600    299.96953   -367.51082   -683518.16          515    93.269699     120.7649   -511.51589   -11.456834   0.13279567   -58.151786   -15056.602   -39.586475    4.0544088    140.82382 
  196700    299.76723    -191.3128   -683531.41          512    93.263688    120.75824   -496.22423   -10.899274   0.27005012   -55.625208   -14963.895    194.57213     132.9163    35.427646 
  196800    299.75345    11.653326   -683599.46          512    93.261161    120.75451   -502.88271   -15.013849     0.212933   -56.838646    -15138.39   -72.703826   -43.330466    112.95766 
  196900    297.60084    27.878057   -683721.41          508    93.256216    120.75052   -492.87748   -13.134696   0.15058272   -56.298252   -15051.651     59.64531   -77.060492   -49.869653 
  197000    297.58107    61.583418    -683805.2          508    93.248357    120.74308   -490.27751   -13.965126   0.24213634   -55.936962   -15081.151   -205.72276    152.92148    140.40799 
  197100    299.35124   -212.52545   -683717.65          513    93.244879    120.74083   -499.74234   -11.330128   0.57395127    -56.60288   -15095.384   -51.446263   -6.2867614   -31.341152 
  197200    299.54613    99.213205   -683625.81          511    93.245031    120.74043   -490.79772   -12.566603   0.30286525   -56.142096   -15040.183   -167.36151   -77.480345   -151.78771 
  197300    300.93042   -437.27376   -683529.51          508    93.243164    120.73928   -499.81001   -11.607193   0.24093552   -57.136631   -15045.121   -17.643162    57.566728   -76.889807 
  197400    301.76241    84.927753   -683418.02          514    93.246445    120.73977   -480.00814   -10.929866   0.23370732   -55.653082   -14957.588    114.59133   -2.2553213    45.680959 
  197500    301.07332    178.46305   -683538.38          513    93.244187    120.73789   -492.72512   -11.782231   0.13280541   -56.008925   -15042.766    98.701187   -190.42501   -15.906836 
  197600    296.70619   -187.45323   -683628.16          514     93.24757     120.7421    -491.9532   -11.324565   0.30316925   -57.221237   -15086.192   -52.060873   -72.216355    129.54802 
  197700    300.00214     143.8065   -683887.21          517    93.248129    120.74189   -497.00336   -11.112071   0.19842601   -56.074429   -14994.801    44.989481     123.7278    200.58491 
  197800    297.58828    -124.9486   -683716.33          516    93.254796    120.74994   -470.22456   -10.578629  0.052985126   -54.650709   -15005.339   -92.309645   -18.516764    78.394761 
  197900     298.9065    528.63945    -683516.7          515    93.256702     120.7498   -484.81024   -11.768481   0.29613239     -55.3326   -15021.596    -131.3234   -65.868224    161.77672 
  198000    303.20671    96.818476   -683631.44          515    93.263301     120.7581    -513.6058   -12.202089   0.07021039   -58.240831   -15060.607   -2.1416491    17.604758    42.557726 
  198100    299.28333   -56.619914   -683544.02          514    93.269517    120.76637   -509.33201   -11.646081   0.10126329   -57.551444   -15046.624   -46.711462    29.868703    82.144376 
  198200     296.2657    122.88149   -683422.11          512    93.274952    120.77038    -503.2145   -12.131839   0.10401011   -56.247469   -15000.708   -21.390047    57.579986    144.41763 
  198300    299.13929    508.97119   -683468.78          514     93.28148    120.77633   -513.64663   -11.004983   0.21826192   -57.869473   -15066.254   -19.433567   -11.591798   -233.20286 
  198400    300.91579   -157.89491    -683493.7          511     93.28018     120.7781   -503.65113   -11.143778   0.29153448   -56.618687   -15064.933    55.971283     14.80749   -23.995365 
  198500     298.6491    261.99734   -683399.57          516     93.27568    120.77287   -491.59852   -11.174197  0.073361732   -55.000482   -14953.067   -77.318011    70.935108    73.328421 
  198600     298.6141    9.5964583   -683495.38          516    93.278315    120.77523   -492.66891   -10.904498   0.21737539   -55.067554   -14967.847    89.478302    72.098391    297.48264 
  198700    295.64938   -218.30589   -683417.51          516    93.283935    120.78049   -499.80613   -10.703027   0.49862617     -56.3762    -15009.02   -8.0416788    6.2067219    143.58038 
  198800    299.86359    281.63195   -683509.65          516    93.289874    120.78566   -494.64506   -12.696878   0.14933144   -56.526153   -15014.189    54.275108    60.305266    129.66422 
  198900    303.29843   -358.80763   -683455.99          514    93.296798    120.79434   -495.63254    -12.46774   0.29492554   -55.759567   -15002.928    44.535881   -44.628893    182.48009 
  199000     303.2057   -22.177449   -683477.22          517    93.308799    120.80382    -474.8143   -12.827999   0.20601327   -53.910784   -14976.061    161.35139   0.51694108   -107.30379 
  199100    300.88856    95.050682   -683490.48          518    93.318903    120.81444   -477.86791   -12.259604  0.074406082   -54.192663   -14957.785    90.897014    12.774214    234.62335 
  199200    300.30154   -96.116468   -683638.35          522    93.327457    120.82206   -487.47509    -13.12627   0.28783908   -55.487708   -15052.296    122.24065    26.915688   -28.757893 
  199300    300.66979   -85.186393   -683617.13          517    93.331846    120.82785    -483.7558     -12.6175   0.13912917   -54.910529    -14997.96   -70.005072   -28.659654    151.56452 
  199400    300.66815   -178.43092   -683555.76          520    93.327468    120.82485   -500.38875   -11.469302   0.11918729    -56.54604   -15019.632   -7.3494478   -32.556862    57.117263 
  199500    298.16418    151.14642   -683355.85          523    93.328432    120.82375   -489.47554   -12.042394   0.12075936   -55.235993   -15027.333   -161.70868    8.1766779    49.287888 
  199600    302.91791    278.62929   -683513.92          526    93.330019    120.82527   -515.88348   -11.918288  0.083946654   -56.629538   -15030.482   -41.296449   -83.003429   -8.5440405 
  199700    301.61227     272.7716    -683398.5          523    93.331877    120.82611    -497.3196   -14.154023   0.17062182   -55.546676   -14996.125   -32.245368   -12.208091    199.58434 
  199800    300.90793    236.00318   -683471.47          520     93.34291    120.83698   -504.50212   -13.191467   0.14337331   -56.015756   -15027.185    3.0377498   -7.3085436    108.86969 
  199900    300.15269    130.17731   -683726.68          520    93.341292    120.83576   -489.28046   -11.665614   0.46267425   -55.166841   -14994.679   -55.979644    9.3156004    140.27216 
  200000    298.32114   -78.464904   -683726.58          524    93.343692    120.83765   -493.08618   -11.449983   0.31124723   -55.597949   -14918.165    14.016508    182.37826   -22.353525 
  200100    298.49118    69.097012   -683692.22          521    93.342389    120.83555    -492.3832   -13.661723   0.22672449   -55.333682   -14984.232   -119.55712   -92.530774    284.54798 
  200200    297.31774    39.198702   -683457.49          523    93.343343      120.837   -492.44003   -13.701008   0.11529346   -55.344281   -15057.474   -153.69579   -23.220302   -21.118501 
  200300    299.51114    314.23265   -683335.54          523    93.343642    120.83663   -491.01222   -11.990706   0.19637789   -55.942688   -15014.349    66.112029    88.513193   -44.022573 
  200400    298.12444     291.4149   -683331.03          523     93.33925    120.83298   -503.15681   -13.245465   0.36901328   -56.300301   -15001.913    12.285704   -4.5965244    270.15205 
  200500    299.24904   -399.21335   -683448.65          521    93.330034    120.82704   -482.16993   -11.296888   0.18948075   -54.732684   -14996.257   -40.869755    54.997634   -79.336668 
  200600    300.37253   -288.60363   -683581.26          521    93.318802      120.815   -492.10922   -10.439797   0.30730959   -55.806225   -15052.147    106.09684   -54.918628    160.49106 
  200700    297.98234    -538.1852   -683601.19          518    93.310765    120.81001   -477.61983   -10.592173    0.2058154   -54.187708   -14894.245    75.848924   -7.8354902   -90.861548 
  200800    300.87666   -43.353631   -683746.33          523    93.316506    120.81366   -479.27088   -11.195389   0.13725422   -54.890092   -14992.857   -24.579641    62.753406    39.806668 
  200900    302.24103    20.819994   -683832.51          519    93.320412    120.81774   -502.05692    -11.90726   0.23144169   -55.918818   -15023.538  -0.17340442    71.503865    126.24601 
  201000    299.71449   -59.502109   -683821.59          520    93.320847    120.81824   -485.24772   -11.135295   0.16401893   -54.749627   -15019.872   -131.68052   -28.479214    127.81337 
  201100     298.8181   -100.12804   -684065.59          520    93.323585    120.82082   -497.46727   -11.232518   0.41364508   -56.154531   -15006.798    123.41428   -13.318254   -14.287502 
  201200    297.27529    256.15455   -684022.44          518    93.326759    120.82295   -487.42759   -12.793406   0.22006062   -55.044201   -15010.982     93.67049   -28.235952   -46.777693 
  201300     299.2285    32.621064   -683812.36          522    93.324974    120.82045   -491.25688   -11.337784   0.14730364   -55.210498   -15013.292   -46.482587    40.479163    205.44263 
  201400    300.40482   -43.489909   -683678.84          521     93.31952    120.81497     -482.583   -13.593355   0.31263924   -55.345508   -14927.458    45.515096    63.600118    220.14042 
  201500    299.28513     438.5557   -683509.62          520    93.304195    120.79917   -492.02768   -13.297166   0.13820596   -54.866892   -14961.743    72.332346   -108.92172   -27.583456 
  201600    299.18993    314.51108   -683411.75          518     93.28966    120.78572   -503.30102   -10.919084  0.098056897   -56.674977   -15033.274   -35.993141   -76.923521    15.995554 
  201700    298.16297    -332.6899   -683435.74          519    93.276106    120.77335   -483.00782   -11.286197    0.3398686   -55.441314   -14980.291    53.836878   -16.845888    240.46442 
  201800    296.52245    143.68804   -683538.66          519    93.273024    120.76939   -499.07084   -10.964626   0.16802084   -55.573246   -14961.596   -23.406412    15.458957    81.183758 
