Step Temp Press PotEng Nconf Lcom[3] Ucom[3] fe fx fy fz fse fsx fsy fsz 
   36300    300.79477    238.82581   -683700.77          489    93.263618    120.75818   -512.03817      -15.419   0.30837847   -57.911846   -15100.687   -81.017669   -20.857668    -131.7504 
   36400    298.49983   -31.525609   -683488.24          493    93.264557    120.75925   -505.62566    -12.74028   0.18890356   -56.170738   -15057.529    51.593458   -54.047718    207.86163 
   36500    301.09833    369.85053   -683476.68          490    93.270325    120.76417   -496.33483   -11.919355   0.22955325   -56.816642   -15135.526    207.49918    55.523941   -97.017263 
   36600    301.11776    80.362622   -683438.04          488    93.276863    120.77129   -513.33774   -13.499714   0.35265769    -57.92952   -15106.139    138.31835    22.732488   -125.68271 
   36700    303.44241    413.26503   -683636.05          486    93.285976    120.77875   -504.70985   -12.450247   0.22565015     -56.5466    -14936.31   -153.31635   -131.34633    28.424634 
   36800    301.44743  -0.33547879   -683803.34          488    93.294944     120.7885   -537.97235   -11.398892  0.080399103   -59.058186   -15092.376   -87.920024   -46.556648    96.966237 
   36900    297.10642    77.466475   -683764.98          494    93.306071    120.80031   -503.95146    -11.78487   0.28335816   -56.812131   -14972.435    100.93143   -155.75507   -126.57066 
   37000    298.78182    124.04406   -683743.08          491    93.315763    120.80903   -502.53964   -12.167374   0.48998265   -56.187109   -15093.819    132.69581    -35.71629    30.122588 
   37100    298.07416   -287.46735   -683551.87          493    93.313448    120.80957   -512.55809   -11.703949   0.24071182   -57.601238   -15094.274    1.9509864    35.661481    158.95487 
   37200    300.71153   -56.463748   -683577.23          489    93.313822    120.80853   -524.52238    -12.50302   0.20317572   -58.214395   -15136.116   -21.046116   -43.015578    37.360691 
   37300    300.20783    243.32026   -683493.96          487    93.317561    120.81243   -506.38554   -13.242953   0.46814326   -57.315723   -15103.192    42.444791    86.505857   -3.6242358 
   37400    300.13387    137.66165   -683481.22          492    93.324389    120.82021   -508.85453   -12.429814   0.26766397   -56.886131   -15161.116    53.109616    6.8869028   -83.286322 
   37500    300.50497   -277.96778      -683594          488    93.325554    120.82185   -517.18502   -11.511552   0.23214352   -57.615532   -15144.039   -5.4325455   -78.837082    78.347716 
   37600    298.54383   -689.69093   -683486.89          493    93.326327    120.82413   -516.87407   -10.969052   0.34387254   -57.025302   -15160.351    53.896472    55.401862    155.44103 
   37700    301.17869   -271.33649   -683456.58          490    93.323357    120.82097   -511.48647   -11.052565  0.081827632   -56.721143    -15067.41    89.650713    71.871252   -45.451795 
   37800    302.47169    254.95366   -683383.68          491    93.334661    120.83011   -515.53249   -12.563046    0.1985597   -57.379045   -15104.513    116.34957    111.73247    93.384902 
   37900    303.80149    -126.5305   -683461.26          491    93.338488    120.83362   -512.12111   -12.946873  0.033912286    -57.09096   -15112.336    35.957199    44.576001   -64.551189 
   38000    297.52112     135.4804    -683187.3          494    93.342788     120.8388   -519.10533   -12.261202   0.12584273     -58.2719   -15175.198   -42.268342   -98.086832    53.586168 
   38100      299.372   -161.66764    -683378.7          488    93.343908    120.84029   -504.80868   -10.988888   0.30847972   -56.894849    -15052.86    126.28406   -24.675907   -73.803366 
   38200    301.73442   -126.94983    -683527.2          488    93.337409    120.83322   -527.80663   -10.627573    0.1066725   -58.673896   -15000.666    102.07677    -75.85071   -13.807688 
   38300    299.56832   -40.623588   -683405.93          494    93.333002    120.82843   -518.85937   -9.9441093   0.13446359   -57.829681   -15071.498   -28.551008    33.791374    89.392597 
   38400    297.20984   -318.33226   -683296.58          487     93.33399    120.82994   -525.84249   -9.2364308   0.17679691   -58.858122   -15155.775    30.607282   -15.420273    119.42961 
   38500    298.93544   -240.89429   -683258.04          494    93.338228    120.83297   -504.50197   -10.403236  0.076478403   -56.153234   -15082.887   -15.402104    144.14857    46.858366 
   38600    304.02723   -401.72501   -683346.63          496    93.328771    120.82326   -531.01632   -11.708368  0.030993544    -59.44051   -15142.952   -52.494622    146.05329    229.18793 
   38700    300.64023   -30.042438   -683060.84          491    93.315416    120.80937   -519.32857   -12.118162   0.10870434   -58.763953   -15012.874   -29.752174   -59.185242    250.21028 
   38800    299.55561   -3.4040153   -683057.03          490    93.303248    120.79683   -511.56347   -12.084081   0.22803346   -57.679881   -15071.639    5.0987968    74.157693   -176.73104 
   38900    298.11269   -311.95111   -683175.37          492     93.29032    120.78542   -525.43719   -11.637989 0.0035436413   -58.850499    -15093.45   -121.68197    60.843466    81.739745 
   39000    299.95603   -1327.0422   -683448.29          492    93.275073    120.77427   -519.90092   -9.5380609   0.17543704    -57.97505   -15132.743     39.85425    22.062081    100.50477 
   39100    297.47012   -42.380535   -683455.72          497    93.273319    120.76841   -529.37344   -14.635573   0.16347021   -59.230658   -15074.216   -67.475288   -32.758855    36.390874 
   39200    294.50749    54.473822   -683598.34          494    93.270742    120.76719   -506.77175   -11.911727  0.059202732   -57.083279   -15101.005   -107.71324   -5.9498475   -48.196143 
   39300    298.19532   -65.610351   -683861.72          496    93.270098    120.76584   -524.52695   -12.370929  0.029159246   -59.092965   -15066.906   -141.69283    15.262024    80.485726 
   39400    300.23145    233.38077   -683740.79          493    93.259248    120.75445   -532.54306   -14.197774   0.13955057   -59.599358   -15169.632   -121.03033    15.604559    91.751261 
   39500    298.73039    184.67186   -683474.96          491     93.25447    120.74951   -519.96013   -12.067155  0.078610444   -58.873503   -15036.773   -74.435834   -11.273565    41.863654 
   39600     299.4697    175.53363   -683561.03          493    93.248326    120.74095   -505.29863   -12.210861  0.011876203    -58.15202   -15058.854      11.3044    66.041575    209.82256 
   39700    301.97562   -129.26501   -683767.08          486    93.240711     120.7367   -495.05949   -12.362164  0.023850692   -57.073703   -15059.671   -1.1020401   -33.361751   -92.032961 
   39800    299.58251    241.52755   -683476.22          491    93.244141    120.73929   -519.95039   -12.973782 -0.051019579   -59.184788   -15125.061    25.570051    -50.91257    178.77716 
   39900     300.9298    236.74274   -683330.29          488    93.248359    120.74427   -521.03143   -11.019995 -0.037615198   -59.701339   -15049.536   -46.040615   -38.425248   -243.02398 
   40000    302.30505    360.62637   -683328.23          493    93.257866    120.75253    -514.3439   -9.9124175  -0.33809128   -58.495825   -14950.819    8.3825447    164.87508    16.295418 
   40100    301.93537    670.33562   -683374.15          497    93.270226    120.76487   -507.31694    -12.72393   -0.1731335   -57.905948   -15036.742   -46.941204    49.065403    52.499802 
   40200    300.90493    -192.7467   -683413.94          496    93.285968    120.78236   -518.68202   -11.001676 -0.086029863   -58.493492   -14945.999    55.189205   -167.83244    81.843684 
   40300     300.8584    215.59074   -683451.39          495    93.304203     120.8002   -518.28724   -13.353981  0.018027562   -58.897023   -15124.452    10.751294     15.37329   -16.127358 
   40400    299.67952   -8.5126045   -683419.22          493    93.314365    120.81126   -512.23433   -11.189849   0.20305345   -57.806083   -14956.443     22.52499    18.531272    -26.15727 
   40500    300.88087    34.920688   -683505.43          490    93.318169    120.81524   -508.06647   -13.636253  -0.27147601   -57.934705   -15008.503     28.14422   -19.616876   -75.262618 
   40600     301.2799   -153.02879   -683573.53          493    93.319743    120.81652   -498.92979   -12.354824   -0.1839886   -56.330551   -14984.513   -44.993112   -42.478266    153.67412 
   40700    297.68288   -85.694097   -683443.53          490    93.328131    120.82503   -528.96506   -13.140511 -0.0065625169   -58.531745   -15000.747 -0.067193842   -45.359196    21.732213 
   40800    297.86486   -173.59291   -683467.44          490     93.33746    120.83387   -514.31778   -14.392056  -0.06895403   -57.608036   -14931.335    129.60246    7.3160642   -115.44523 
   40900     299.6731    86.690406   -683361.04          489    93.342332    120.83889   -497.19615    -11.79605  0.035795275   -55.900345    -15011.07    18.377423   -37.560188   -115.53582 
   41000    302.38173   -49.506427   -683397.61          495    93.339565    120.83529   -507.89629   -12.953333 0.0058366604    -56.56677   -15012.147    77.399666    98.053013    75.276049 
   41100    298.70649   -329.64873   -683224.12          495    93.333563    120.83063   -517.37528    -11.81282  0.078732273   -57.809128   -15028.066    58.650597    149.16327    100.29351 
   41200     300.3757   -471.40836    -683383.8          495    93.329868     120.8264   -532.07394   -11.237375   0.38031006   -58.635988    -15108.24    30.099773   -25.038556    35.974789 
   41300    298.76951    53.366739   -683346.12          493    93.326999    120.82374   -524.64843   -13.324007   0.27643404   -59.128664   -14977.605   -97.147014    76.745548   -56.320588 
   41400    299.10493    -376.1094   -683342.77          493    93.321881    120.81894   -522.70767   -11.884798   0.44614256   -57.808715   -15013.574    60.083608   -31.292787   -75.783263 
   41500    303.09379   -167.12713   -683466.76          491     93.31571    120.81228   -525.85264   -10.982003   0.36352929   -58.770087   -15031.341    -162.2606    81.143674    165.06834 
   41600     301.2713     292.5393    -683398.8          495     93.30936    120.80476   -523.08214   -12.898291 -0.031325598   -58.011215   -14965.099   -27.454411    17.664264    138.24548 
   41700    301.15928    75.847922   -683478.96          496    93.308149    120.80449   -519.29552   -12.631622   0.25257692   -57.798309   -14995.497     126.9076    65.097342    177.61188 
   41800    299.29794   -20.064919   -683469.23          495    93.307339    120.80478   -503.76349   -12.487631   0.16884022   -56.631661   -15029.145   -47.134965   -68.208615      10.5553 
   41900     297.7029    750.57079   -683480.96          496    93.304977      120.799   -522.42779   -12.531614  0.032811802   -57.388212   -15109.443   -127.85605   -53.225895    35.343148 
   42000    297.76089    7.1108928   -683484.92          494    93.297419    120.79362   -532.95537   -13.188394  0.067921863   -58.994586   -15032.269    -20.74559    117.40108    161.44629 
   42100    300.74784   -458.67837   -683531.32          493    93.283809    120.78201   -514.23961   -12.753928  0.073691495   -56.643317   -15065.733   -56.563666   -30.183336    2.5685425 
   42200    298.97513    257.86901   -683308.77          494    93.270779    120.76585   -509.35918   -15.010469   0.28850843   -56.638987    -15011.21   -50.009263   -88.470901    32.122902 
   42300    301.41718   -139.21617   -683337.31          494    93.254146    120.74926   -501.12086   -13.816695   0.14356386   -56.645481     -15083.5   -35.022684     43.50611    162.14447 
   42400    298.53866    -544.6776      -683234          492    93.241237    120.73876   -515.15474   -15.035827   0.37709753   -58.149056   -14982.933    88.571589   -10.407719   -115.99628 
   42500     298.7577    133.97884   -683492.17          489    93.240963     120.7367   -515.25334   -14.830851   0.21528756   -58.254691   -15005.813    -13.41003    61.869387    164.40654 
   42600    298.53204   -124.58859   -683538.01          489    93.240769    120.73769   -490.34093   -13.341482   0.27543164   -56.369446   -15023.309   -58.029577    12.308981   -239.64493 
   42700    301.33584   -116.90311   -683640.94          491    93.244663    120.74092   -520.42277   -13.704695   0.31103274    -58.60718     -15018.6    15.086223    2.2292541   -35.232079 
   42800    300.50059    373.73834   -683559.11          490    93.249854    120.74547   -514.70508   -14.473702   0.25090072   -57.694825   -15126.125   -60.353095   -14.910771    69.435884 
   42900     299.0026    238.32915   -683574.01          496    93.254664    120.75059   -515.73646   -13.382729  0.073059478   -57.123527   -15083.551    184.61936    70.838377     37.02275 
   43000    297.58713    730.48791   -683689.85          492    93.265877    120.75911   -513.66084    -13.96592   0.15689301   -57.942568    -15111.23   -158.68693    56.642071    16.816634 
   43100    299.04721   -346.90362   -683778.93          494    93.264853    120.76228    -519.4641   -14.302661   0.23647909   -58.824976   -15253.845    30.229132    4.3724872     75.07228 
   43200    301.01125   -113.75277   -683721.96          491    93.274989    120.77109   -520.53763   -13.589928 -0.0084757923   -58.938113   -15137.342   -18.063502    71.251442   -57.777248 
   43300    301.72061   -269.32891   -683661.45          494    93.283993    120.77886    -536.1382   -13.098336   0.13352191   -59.629985   -15072.243  -0.25508329   -95.579377    69.391032 
   43400    297.66384   -125.50761   -683411.36          493    93.287683    120.78314     -523.238   -15.335902    0.2308736   -58.619614   -15064.135   -166.09376    49.554805    84.948163 
   43500    300.76508   -236.82025   -683460.33          492    93.288251    120.78304   -490.98054   -14.017659   0.17587901   -56.592751    -15086.12    173.13157   -23.015888   -73.717304 
   43600    299.12694   -18.112256   -683252.49          492    93.290634    120.78525   -508.82796   -13.042729  0.069092939   -57.532737   -15031.069    39.621969    107.81012     1.588385 
   43700    302.96742   -313.99686    -683258.5          493    93.294665    120.79034   -522.64951   -13.499878  0.013200055   -59.403642   -15064.765    140.95629   -131.46941   -29.663123 
   43800    302.20418   -232.08309    -683277.7          497    93.292518    120.78784   -526.29895   -11.551492    0.3001129   -58.556493   -15047.629    64.629018    38.153047    228.34272 
   43900    301.16913   -159.34179   -683447.13          495    93.287235    120.78125   -511.34239   -12.089679   0.13434544   -57.833783   -15023.214    -84.81147      59.5194     113.2753 
   44000    302.20275    149.83046   -683609.27          493    93.286263    120.77922   -517.41099   -13.215703   0.12115261   -58.659949   -15014.327   -121.82883   -119.02143    -204.3899 
   44100    301.37334   -170.74691   -683599.92          495     93.28306    120.77608   -499.91172    -12.08572   0.14808834   -56.998195   -15062.857    75.966742    42.564787    46.467785 
   44200    301.92306    246.09334   -683670.84          493    93.279469    120.77339   -512.46043   -12.201229    0.3035732    -57.56081    -15051.87   -117.47797   -37.879258   -63.151716 
   44300    299.84581    150.79569   -683743.65          499    93.277392    120.76914     -530.832   -12.885261    0.1810955   -59.508996   -15030.263   -28.519128    11.899822    33.488894 
   44400    297.76534   -136.12936   -683715.25          495    93.272436    120.76644   -520.14074   -11.778619   0.18916603   -58.636729   -15036.372   -15.636038   -109.05142   -64.687701 
   44500    297.88297   -190.22099    -683520.9          497    93.266832    120.76337   -519.54452   -12.919416   0.40285599    -58.74399   -15038.121   -81.335001    30.706565    46.912291 
   44600    300.47103    18.764302   -683285.71          497    93.270005    120.76629   -534.30232   -13.448702  0.072680451   -59.800806   -15133.599    112.49866    12.596318   -94.688992 
   44700     300.4688    366.24884    -683277.9          494     93.27922    120.77472   -534.22764   -13.230753   0.32759171   -59.737733   -15134.101   -22.034137    5.2010654    75.415577 
   44800    300.38745    229.70628   -683436.67          494    93.280592    120.77693   -511.58454   -14.278841   0.10691442   -57.709351   -15084.387    11.195105   -36.601712    32.881744 
   44900     302.1328    124.90264    -683727.6          491    93.287536    120.78495   -507.86697   -14.398028   0.11403163    -56.66988   -15139.487   -114.08201   -55.033233   -4.8350044 
   45000    298.11792   -474.02457   -683735.74          494    93.298524    120.79651   -520.85697   -13.017369   0.18970445   -58.453741   -15080.765    41.381026    19.563396    118.91877 
   45100    296.56552   -234.92963   -683568.43          495    93.307613    120.80652   -513.92782   -12.087365   0.27623331    -57.64836   -14995.436   -52.221226   -87.913629    -240.4516 
   45200    301.85053   -355.42791   -683680.05          494    93.323251    120.81934   -501.16853   -10.608937   0.29619212   -56.217477   -15035.904    50.625348    84.964102    99.744019 
   45300    300.15786   -386.76466   -683491.27          495    93.334122    120.82995   -506.43166   -11.603053   0.20816475   -57.407385   -15074.033    190.31644    112.08508    190.72008 
   45400      298.793    191.86137   -683323.36          498    93.339655    120.83298   -502.47395   -10.827518   0.27568198   -56.535516   -15008.334   -102.27334    11.208924    307.82033 
   45500    301.64335    33.265758   -683349.86          497    93.345407    120.83924    -500.5521    -12.32347   0.36717611   -56.104184   -14899.656   -42.464545    42.095711    112.23111 
   45600    303.10499    60.674303   -683286.21          493    93.347502    120.84099   -514.46793    -14.46192   0.16281588   -57.378565   -15083.915    3.1182468    112.75096    57.567605 
   45700    299.06562   -270.11548   -683293.63          494    93.344716    120.83841   -493.36049   -13.007291   0.40664121   -55.102622   -14991.387    9.1849857    61.894142    45.466041 
   45800    297.29845   -404.48213   -683382.37          494     93.33533    120.83114    -515.7872   -12.373064  0.017307539   -57.009002    -15098.72   -84.443799    25.137174   -38.608813 
   45900    296.61287   -216.92283   -683313.31          497     93.32541    120.82152   -521.84626   -13.403804   0.26864014   -57.726123   -15078.805    33.608641   -21.425075   -179.53401 
   46000    300.37451   -396.67842   -683354.29          489    93.303176    120.80095   -529.57639   -12.067885 0.0077286445   -58.496973   -15062.716   -9.8530656   -98.363683     95.01147 
   46100    299.63743    52.614139   -683235.38          497    93.283644    120.78124   -522.68043   -11.031346   0.24742915   -58.243112   -15060.769     145.3347    161.47213    128.16952 
   46200    299.88119   -498.14427   -683248.94          493     93.25768    120.75903   -526.33054   -9.6651439   0.10873363   -59.214841   -15061.455   -11.609267   -8.0034927  -0.79322326 
   46300    299.50866   -144.48428   -683300.08          491    93.234309    120.73388   -516.70451   -10.567281  0.047349466   -58.587405   -14952.491   -27.099339    42.759293   -106.34136 
   46400    300.20451     134.6972   -683494.57          494    93.208889     120.7057   -517.52974   -13.188352   0.17606891   -58.984354   -15179.506    31.454093    118.93402    156.46591 
   46500    299.05752   -24.712228   -683452.28          497    93.184539    120.68254   -498.78211   -12.408038   0.21147442   -57.299846   -15134.418    181.28809   -142.83014    211.67908 
   46600     299.9241     221.4022   -683372.61          499    93.171397    120.66741   -528.05041   -11.263615  0.091518257   -59.734421   -15088.036   -51.602382   -45.643391    147.80275 
   46700    301.93173   -145.45051   -683387.85          500     93.15319    120.64894   -518.47688   -11.280031  0.046058475   -59.434044   -15094.907   -18.195296    9.5534414    127.24395 
   46800    300.63923   -95.275811   -683378.26          500    93.153458    120.64956    -511.2424   -12.569858   0.16030042   -58.714703   -15110.272     96.54834    70.255622   -229.46263 
   46900    297.77106    329.22776   -683451.19          496    93.161959    120.65585   -511.21807   -13.404438  0.071114709   -57.880569   -15010.504   -80.485498   -4.6520466    152.59619 
   47000    297.81436   -212.14391   -683518.13          498    93.180166     120.6748   -508.38243   -13.809914   0.31847793   -57.550961   -15106.699    47.779516   -25.894683    245.75279 
   47100    301.71213    267.50914   -683635.87          492    93.194699    120.68727   -519.83907   -13.722023  -0.05346297   -59.179414   -15110.942    68.257457    25.183808    230.10969 
   47200    300.39977   -135.17757    -683425.6          495    93.213683    120.70834   -512.04549   -11.177926  0.077348681   -57.893483   -15153.488    97.215625    52.759582   -26.029498 
   47300    300.34352   -68.286209    -683340.8          496    93.242795     120.7363   -533.25457   -14.445087   0.13043201   -59.831799   -15166.698   -41.540537    29.956898    54.559877 
   47400    297.80886   -175.35429   -683271.74          494    93.269049    120.76356   -509.12167   -14.083887     0.202649   -57.590963   -15109.963    41.974484   -105.85918    110.42074 
   47500    300.59881    374.02363   -683441.19          494     93.29138    120.78463   -539.57926   -13.169225  0.022848739   -60.376501   -15181.622    80.363271    193.37077    107.98829 
   47600    298.97185    118.98209   -683410.72          493    93.313971     120.8083    -530.8361   -13.439343  -0.14690246   -58.571458   -15076.509   -16.344819   -8.5882172    -99.00313 
   47700    299.41529  -0.28103141   -683624.66          500    93.341444    120.83597   -518.68378   -14.270401  0.074440494   -56.666602   -15135.205    13.468314   -10.951829    42.865484 
   47800    296.90169    301.58133   -683608.85          494    93.368534    120.86157   -518.20517   -14.040403   0.14574149   -56.583883   -15199.494    31.623989   -105.05727   -10.734162 
   47900    301.22664    332.56926   -683582.86          496    93.391016    120.88557   -519.84231   -15.061826    0.2208623   -57.111549   -15246.184   -82.942407    -25.74872   -19.177888 
   48000    301.36324    49.141305   -683435.59          492    93.404899    120.90125   -516.82933   -13.190192   0.10198244   -55.693029   -15193.686    72.953767   -37.638691    44.247448 
   48100    301.68445    153.65872   -683480.33          493    93.421056     120.9167   -521.88369   -13.280434 -0.070223276   -56.071421   -15175.602    18.701292    28.885219    10.112444 
   48200    300.75934    29.747451   -683455.86          499    93.437448    120.93329    -525.6245   -13.129012    0.1984345   -56.744445   -15302.952     43.76344   -5.6422658    89.403508 
   48300    299.30512   -160.56389      -683518          497    93.438658    120.93507   -511.60086   -13.840597  0.034987869   -55.218708   -15148.762     119.5846   -20.627412   -77.401735 
   48400    300.16349   -17.716444   -683639.96          498    93.435964    120.93167    -522.6741    -12.57446   0.18024121   -57.224482   -15124.868     56.57101    113.10262    84.353115 
   48500     300.6028   -312.68109   -683576.77          494    93.426674    120.92324   -511.24042   -11.784687   0.19837315   -56.068133   -15118.857   -22.128331    66.301872   -127.16439 
   48600    301.34185    682.26588   -683399.02          498    93.417793    120.91198   -512.62192   -12.859367  0.036643783   -56.486716   -15114.565   -84.077507   -35.311617    42.261671 
   48700    303.19174    148.67144   -683441.34          495    93.405147    120.90188   -524.33265   -12.153319 -0.023807171   -57.298469   -15104.117    56.758925   -55.713052    31.399459 
   48800    299.38331    228.29191   -683445.87          499    93.396217    120.89108   -530.23904   -13.958441   0.12683631   -58.210876   -15138.379   -10.451868    52.196027    158.92521 
   48900    296.74879    175.39479   -683496.79          500    93.383221    120.87836   -518.95876   -15.416101  -0.16340241   -57.176991   -15246.627    95.434032    77.476086    29.891741 
   49000    299.05755    93.162231   -683753.36          499    93.360119    120.85627   -493.14938   -14.182011   0.27584357   -55.901145   -15111.855   -7.4654087    49.039999    6.0291002 
   49100    297.10143   -55.149633   -683734.79          496    93.344668    120.84018   -499.24008   -11.864526  0.084215892   -56.305177   -15195.631   -107.19211    2.2038947    111.15566 
   49200    298.38041    126.38875   -683628.14          497    93.326046    120.82207   -517.41032   -13.343758   0.03758004   -57.078984   -15231.375    95.360125   -34.745212    26.737367 
   49300    299.73741    103.33617    -683562.7          498    93.306913    120.80295   -501.87814   -14.746383  0.065618118   -56.975724   -15179.176    57.391831   -2.2410829    115.90805 
   49400     300.0584   -115.02561   -683489.36          498    93.294474     120.7914   -509.41796    -14.08677   0.19871137   -57.209636   -15286.812    6.3192684   -11.640614   -96.053082 
   49500    302.62925   -328.21394   -683525.08          500    93.281146    120.77927    -516.0443   -14.069253   0.46105407   -58.506649   -15278.187    141.91445    25.850304    18.760637 
   49600     301.2396     135.2888   -683519.29          499    93.275468    120.77184   -510.94091   -13.457235   0.33461905   -57.981622   -15228.536    167.64548    27.045883   -79.615838 
   49700    301.45529    288.52632   -683790.97          498    93.270557    120.76706   -508.24923   -13.535124   0.25869374   -58.180801   -15143.784   -43.871396    73.260335    50.580299 
   49800    301.62386   -6.0620249   -683974.59          498    93.264876    120.76029   -513.48649     -13.6001   0.02025442   -57.803285   -15168.793     52.30856    112.90555   -20.802935 
   49900    295.44645    365.03819   -683683.33          497    93.263272    120.75745   -508.24753   -14.829843   0.17670961   -57.845326   -15136.816    13.290267     20.73887    105.51785 
   50000    299.49982    302.90449   -683575.53          496     93.26668    120.76011   -507.86202   -11.965989  0.030140224   -57.989984   -15089.543    21.329696    102.93559   -245.08601 
   50100    301.35617     439.5317   -683506.98          497    93.266363    120.75967   -516.61973   -13.685052  0.028197311   -58.890945   -15129.582    43.501676   -16.836871   -149.74723 
   50200    299.07381    -373.5873   -683413.47          493    93.269124    120.76557   -509.27136   -12.740508   0.17624723   -58.005255   -15159.653   -105.31671   -49.704602    16.845743 
   50300    300.82458    25.394891   -683470.74          496    93.264942    120.75969   -512.50946   -12.624858 -0.0097128964    -58.44428   -15158.906   -269.24676   -66.558441     3.229529 
   50400    302.20842   -481.07878   -683408.38          496    93.259996    120.75781   -537.57423   -12.496849  0.027604706   -59.050435   -15193.869    146.30614   -42.169107    42.418186 
   50500    299.15492    88.853002   -683180.48          496    93.263197    120.75831   -503.81874   -15.586985   0.10274729     -56.3037    -15134.04    23.149873    179.46622     157.4874 
   50600    303.20764   -81.958868   -683305.34          499    93.263817    120.75976   -502.87858   -14.064282 -0.0053525654   -57.780058   -15196.681   -48.870602   -134.21403    90.230819 
   50700    300.79114 -0.058503872   -683311.85          499    93.264079    120.75951   -525.36156     -12.7004   0.23602861   -58.736454   -15149.721   -57.800828   -7.3218401     16.69039 
   50800    299.71415   -413.17066   -683484.48          500    93.261306    120.75942   -527.07935   -13.673226  -0.11640091   -58.987702   -15089.939   -49.735702   -34.040703    143.30282 
   50900    298.03712   -558.42975   -683453.87          496    93.262787    120.75984   -511.09206   -13.062547  0.062072743   -58.594895   -15057.489   -32.286667    30.750825    126.45537 
   51000    300.93297    439.40428   -683531.84          496    93.265376    120.75954   -515.39581   -11.951963  0.039863503   -57.814013   -15161.809    259.39396    66.122216    46.911882 
   51100    301.13916    139.15047   -683405.52          496    93.268945    120.76419   -536.17003   -14.971922   0.25061874   -59.502822   -15268.504    137.64919    22.181188   -20.743388 
   51200    301.67139   -23.764892   -683302.47          498    93.284847    120.78069   -528.75676   -13.261933 -0.094368162   -58.382129   -15201.897    -117.9041   -37.915004   -88.031908 
   51300    297.33987    327.69251   -683058.14          495    93.302317     120.7976   -503.76008   -12.904016  0.020577501   -56.593633   -15181.845    -131.9315    53.169329   -80.506311 
   51400    299.13926   -467.89557   -683140.43          496    93.310348    120.80708   -517.10822   -12.527797 -0.014472507    -58.36101   -15096.095    18.280162   -71.398471    71.247849 
   51500    300.78511   -6.1477376   -683314.91          493     93.33099    120.82472   -511.40468   -13.477292   0.23303015   -57.644078    -15112.59   -45.661635     23.89545    81.810809 
   51600    300.48062   -449.82756   -683440.21          495    93.342546    120.83773   -508.99602   -13.023816  0.059443634    -56.78118    -15057.26    39.148418    55.982209    177.75714 
   51700    301.73358    -662.4232   -683602.53          498    93.341145    120.83715   -509.79888   -13.620731  -0.14153013   -56.700587   -15141.419   -22.241436    57.079934   -49.455979 
   51800    299.23408    129.48019   -683514.36          500    93.341288    120.83555   -508.99634   -16.236125  -0.15898346   -57.822461   -15175.653   -103.93099   -82.534553    117.41039 
   51900    298.99009    307.64611   -683449.73          504    93.326461    120.82094   -502.62381   -14.447893  -0.20117909   -56.360599   -15045.519    170.39383    9.8215463   -108.90013 
   52000    298.89241    -88.24517   -683222.54          501    93.309243    120.80494   -517.45621   -12.658572 -0.015209328   -57.850156   -15143.125   -201.60005    44.015664    116.73882 
   52100    302.95957    117.83168   -683471.57          501    93.301997    120.79696   -504.97174   -13.398122  -0.05104779   -57.231182   -15091.291    6.2691641    73.030135   -69.064151 
   52200    299.05823   -156.15232   -683479.84          501    93.290952    120.78676   -511.25322   -15.181515  0.092632201   -58.169982   -15080.328    27.121327    62.261877   -119.54206 
   52300     300.8087   -350.67706   -683716.36          501    93.279515    120.77679   -521.90083   -13.813345   0.11840025   -58.730885   -15138.771    112.16317    34.106819    180.87089 
   52400    296.94265   -123.95423   -683440.81          503    93.270219    120.76649   -524.58967   -12.612816  0.056491811   -58.489738   -15154.709   -131.97628   -51.856204   -288.76268 
   52500    302.43232    110.48722   -683509.25          500    93.263255    120.75944   -511.17642    -12.45056  0.058227493   -57.859682   -15063.136     148.6741    75.128666    108.78814 
   52600     301.1399   -5.0021529   -683393.89          502    93.259947    120.75688   -518.73329   -13.654221   0.19044384   -58.319252   -15181.078    38.602757    89.885584      0.49368 
   52700    300.27118   -14.602307   -683329.82          506    93.265794    120.76251   -514.89916   -14.659944 -0.055133771   -57.209239    -15101.54    6.7928816   -59.710562    91.580019 
   52800     303.7325     194.7828   -683609.81          503     93.26461    120.76157   -510.44824    -13.14656   0.12653069   -56.919564   -15161.663   -50.705208   -47.732866   -90.279027 
   52900    297.28277    576.33359      -683469          503    93.254369    120.75033   -509.91063   -13.725829  -0.14622286   -57.905942   -15114.643    111.82177   -118.35115   -20.364994 
   53000    300.43235    31.610786   -683683.86          502    93.253386    120.74973   -519.13271   -14.982359  0.060551024   -58.609931   -15207.303    238.11114    115.46678     127.9709 
   53100    295.66095   -99.997646    -683381.5          501    93.258768    120.75508   -512.08895   -13.093756   0.23047906   -57.240781   -15109.081    19.932201    62.485035   -236.48735 
   53200    298.30466    143.73099   -683471.05          504    93.266964    120.76209   -525.07392   -14.127759 -0.019393754   -59.082107   -15114.116    52.183199    28.639207    101.91453 
   53300    298.41022     286.8685    -683352.1          501    93.274324    120.77035   -502.60832   -13.424101   0.18347503   -55.863422   -15101.509    48.673882   -11.649298    96.700632 
   53400    300.95974   -101.66931   -683445.83          500    93.287296    120.78301   -516.70525   -12.510615  0.029159268    -58.07335   -15156.654    -116.2282    18.887666    143.91919 
   53500    299.81496   -305.78956   -683395.75          499    93.298406    120.79508   -543.84431   -12.294524   0.10343417    -60.23864   -15321.127    30.850424   -13.393911   -197.89028 
